Recipe_title,url,Carbohydrates,Energy,Protein,Fats,vegan,pescetarian,lacto_vegetarian,non_vegetarian,Region
Quick Lentil Italian Tomato Soup,http://www.geniuskitchen.com/recipe/quick-lentil-italian-tomato-soup-334339,136.096,870.7,47.6672,17.8264,0,0,0,1,Italian
Southwestern Turkey Rub,http://allrecipes.com/recipe/254887/southwestern-turkey-rub/,36.6655,707.338,22.252,57.6941,0,0,1,0,US
Kabuli Chana Masala Rice,http://www.geniuskitchen.com/recipe/kabuli-chana-masala-rice-489515,75.1655,684.682,19.7553,41.9305,0,0,0,1,Indian Subcontinent
Cajun Beef Burgers,http://www.geniuskitchen.com/recipe/cajun-beef-burgers-276437,18.3014,708.4894,98.0302,28.0789,0,0,0,1,South American
Garlic Penne Pasta,http://allrecipes.com/recipe/38624/garlic-penne-pasta/,39.4775,693.1624,15.2816,56.192,0,0,1,0,Italian
Simple Chicken and Oat Groat Soup,http://www.geniuskitchen.com/recipe/simple-chicken-and-oat-groat-soup-210183,76.7478,751.045,58.8187,26.0859,0,0,0,1,UK
Mulled Holiday Tea,http://www.geniuskitchen.com/recipe/mulled-holiday-tea-14428,221.3711,880.074,1.2494,1.5626,0,0,0,1,Canadian
Low Carb & Low Fat Shepherd's Pie,http://www.geniuskitchen.com/recipe/low-carb-low-fat-shepherds-pie-376927,34.7656,798.4506,104.7831,26.3404,0,0,0,1,UK
Cocktail Shrimp Salad,http://allrecipes.com/recipe/244524/cocktail-shrimp-salad/,16.642,647.043,138.525,3.6421,0,1,0,0,Mexican
Easy Yoghurt Crumble Breakfast,http://www.geniuskitchen.com/recipe/easy-yoghurt-crumble-breakfast-257825,125.05,660,21.265,12.0712,0,0,1,0,Australian
Banana Juice,http://allrecipes.com/recipe/231608/banana-juice/,89.6286,625.86,21.4364,23.8231,0,0,0,1,US
Cuban Mojo Chicken With Mandarin-Black Bean Salad,http://www.geniuskitchen.com/recipe/cuban-mojo-chicken-with-mandarin-black-bean-salad-150981,146.9358,771.4105,44.5257,3.7311,0,0,0,1,Caribbean
Easy Japanese Curry,http://www.geniuskitchen.com/recipe/easy-japanese-curry-524645,83.7596,699.5934,28.7364,29.9182,0,0,0,1,Japanese
My Lubia Chala With Kefta,http://www.geniuskitchen.com/recipe/my-lubia-chala-with-kefta-134474,33.2449,678.0011,110.3507,13.9176,0,0,0,1,Northern Africa
Pisco Sour II,http://allrecipes.com/recipe/202838/pisco-sour-ii/,96.9853,841.34,18.7174,44.9455,0,0,0,1,South American
Poutine Pizza,http://www.geniuskitchen.com/recipe/poutine-pizza-509568,65.3205,864.865,48.8868,45.0714,0,0,0,1,Canadian
Beef Pizzaiola,http://www.geniuskitchen.com/recipe/beef-pizzaiola-402138,153.4998,651.5519,22.6968,3.0432,0,0,0,1,South American
Manestra - Poor Greek Soup,http://www.geniuskitchen.com/recipe/manestra-poor-greek-soup-260659,47.0904,898.3214,17.3212,74.643,0,0,0,1,Greek
Slow-Cooker Beef Tips,http://www.geniuskitchen.com/recipe/slow-cooker-beef-tips-57333,58.8246,667.2676,95.3691,3.1463,0,0,0,1,South American
The Memsahib's Mulligatawny Soup:  Anglo-Indian Curried Soup,http://www.geniuskitchen.com/recipe/the-memsahibs-mulligatawny-soup-anglo-indian-curried-soup-257944,48.9946,805.3631,11.2953,70.5641,0,0,0,1,UK
Roasted Vegetables With Feta and Orzo,http://www.geniuskitchen.com/recipe/roasted-vegetables-with-feta-and-orzo-406908,38.1491,755.9409,41.3395,50.0009,0,0,1,0,Greek
Stir-Fried Beef and Asparagus (Ww 7 Points),http://www.geniuskitchen.com/recipe/stir-fried-beef-and-asparagus-ww-7-points-375181,32.6325,862.248,120.797,27.3715,0,0,0,1,South American
Magic Pie (Vegan French Silk Dessert),http://www.geniuskitchen.com/recipe/magic-pie-vegan-french-silk-dessert-444779,24.8148,713.9083,79.3562,40.0117,0,0,0,1,French
"Stromboli With Prosciutto, Peppers, Onions, Garlic & Shrooms",http://www.geniuskitchen.com/recipe/stromboli-with-prosciutto-peppers-onions-garlic-shrooms-420278,64.2716,772.9608,31.0022,44.2945,0,0,0,1,Italian
Fast Shrimp Pasta With Alfredo Sauce,http://www.geniuskitchen.com/recipe/fast-shrimp-pasta-with-alfredo-sauce-418594,40.4276,604.1712,65.5558,20.7392,0,0,0,1,Italian
Onion Bhaji (Indian Onion Fritters),http://www.geniuskitchen.com/recipe/onion-bhaji-indian-onion-fritters-485259,101.2448,601.1331,30.4913,9.164,0,0,0,1,Indian Subcontinent
Pistachio-Crusted Rack of Lamb With Pancetta,http://www.geniuskitchen.com/recipe/pistachio-crusted-rack-of-lamb-with-pancetta-293774,70.6638,640.6995,56.7338,21.053,0,0,0,1,Spanish and Portuguese
Texas Okra Gumbo,http://allrecipes.com/recipe/57490/texas-okra-gumbo/,40.1482,883.734,28.2201,71.0043,0,0,0,1,US
Simple Healthier Seafood Salad,http://www.geniuskitchen.com/recipe/simple-healthier-seafood-salad-207352,8.4174,623.8584,92.6367,21.8645,0,0,0,1,Belgian
Awesome Broccoli Marinara,http://allrecipes.com/recipe/71881/awesome-broccoli-marinara/,1.9836,651.0876,90.1418,29.2967,0,0,0,1,Italian
Irish Apple Pie,http://www.geniuskitchen.com/recipe/irish-apple-pie-86027,135.5712,617.5625,10.3454,8.4259,0,0,1,0,Irish
British Beef and Ale Pie,http://www.geniuskitchen.com/recipe/british-beef-and-ale-pie-442658,143.7945,825.3297,26.5908,21.8912,0,0,0,1,UK
Individual Sherried Eggs (Mini Casserole),http://www.geniuskitchen.com/recipe/individual-sherried-eggs-mini-casserole-419445,5.0864,700.3255,73.4204,41.0657,0,0,0,1,French
Chunky Italian Tomato Dip,http://www.geniuskitchen.com/recipe/chunky-italian-tomato-dip-136681,29.7254,616.08,5.0914,55.039,1,1,0,0,Italian
Soup D'herbes Potageres(Pot Herb Soup),http://www.geniuskitchen.com/recipe/soup-dherbes-potageres-pot-herb-soup-149530,18.3475,768.29,7.299,76.035,0,0,0,1,French
Korean Chicken Soup,http://www.geniuskitchen.com/recipe/korean-chicken-soup-374932,50.2987,838.8784,68.1977,42.3351,0,0,0,1,Korean
Slow Cooker Pulled Chicken Tacos,http://allrecipes.com/recipe/241534/slow-cooker-pulled-chicken-tacos/,34.4461,766.0499,139.7389,4.9939,0,0,0,1,Mexican
Jamaican Vegetable Patties,http://www.geniuskitchen.com/recipe/jamaican-vegetable-patties-503599,148.9423,855.3442,38.7557,16.8183,0,0,0,1,Caribbean
Bergens Fiskesuppe (Bergen Fish Soup),http://www.geniuskitchen.com/recipe/bergens-fiskesuppe-bergen-fish-soup-503192,23.6855,747.0008,93.2884,29.4618,0,0,0,1,Scandinavian
Gnamacoudji (Gingered Pineapple Juice),http://www.geniuskitchen.com/recipe/gnamacoudji-gingered-pineapple-juice-343840,163.3754,633.4,1.8184,0.411,0,0,0,1,Rest Africa
Lime Sorbet,http://www.geniuskitchen.com/recipe/lime-sorbet-483643,221.9724,866.48,1.0164,0.1694,0,0,0,1,French
Russian Soup,http://www.geniuskitchen.com/recipe/russian-soup-68373,159.7747,804.6759,22.7069,10.9102,0,0,0,1,Eastern European
Chilaquiles Matreros,http://www.geniuskitchen.com/recipe/chilaquiles-matreros-344019,51.714,691.6817,45.6598,36.327,0,0,0,1,Mexican
Shanghai Pork and Shrimp Spring Rolls,http://www.geniuskitchen.com/recipe/shanghai-pork-and-shrimp-spring-rolls-447676,20.4466,643.6818,47.4175,42.2721,0,0,0,1,Chinese and Mongolian
"Roast Lamb With Garlic, Rosemary & Anchovies With Roast Vege",http://www.geniuskitchen.com/recipe/roast-lamb-with-garlic-rosemary-anchovies-with-roast-vege-413916,48.8745,728.5208,44.7562,39.6927,0,0,0,1,UK
Zucchini Carrot and Parmesan Sauce,http://www.geniuskitchen.com/recipe/zucchini-carrot-and-parmesan-sauce-335095,42.7984,744.4092,10.1835,60.443,0,0,1,0,Italian
Tomato Swiss Cheese and Fennel Pizza,http://www.geniuskitchen.com/recipe/tomato-swiss-cheese-and-fennel-pizza-231604,32.8602,698.97,42.7252,46.9246,0,0,0,1,Deutschland
Buttermilk Bannock,http://www.geniuskitchen.com/recipe/buttermilk-bannock-134130,135.7506,648.614,18.1535,10.269,0,0,0,1,Irish
Italian Biscuit Flatbread,http://www.geniuskitchen.com/recipe/italian-biscuit-flatbread-51710,34.7236,678.7358,24.0419,50.0935,0,0,0,1,Italian
Buffett Blueberry Blaster Margarita,http://www.geniuskitchen.com/recipe/buffett-blueberry-blaster-margarita-176210,100.2874,626.7,10.5936,23.5126,0,0,0,1,Mexican
Barbara's Hot Sauce,http://allrecipes.com/recipe/18250/barbaras-hot-sauce/,168.7144,763.658,30.1976,5.4224,0,0,0,1,Mexican
Red Wine Risotto with Mushrooms,http://allrecipes.com/recipe/240263/red-wine-risotto-with-mushrooms/,44.8634,724.73,64.7868,33.0063,0,0,0,1,Italian
Stir fried Beef with Madeira Sauce,http://www.geniuskitchen.com/recipe/stir-fried-beef-with-madeira-sauce-31031,35.4048,722.5645,103.6778,18.0576,0,0,0,1,Canadian
New Orleans Shrimp,http://allrecipes.com/recipe/12719/new-orleans-shrimp/,27.4426,708.4942,110.217,19.3881,0,0,0,1,US
Cabbage Rolls,http://www.geniuskitchen.com/recipe/cabbage-rolls-14277,68.1009,782.987,99.1256,12.7576,0,0,0,1,Scandinavian
Fat Free Creamy Artichoke Dip,http://www.geniuskitchen.com/recipe/fat-free-creamy-artichoke-dip-284041,7.7035,746.626,13.2478,74.7077,0,0,1,0,South American
Sweet Oranges Congo,http://www.geniuskitchen.com/recipe/sweet-oranges-congo-457067,123.8315,835.5,22.5765,36.5365,1,1,0,0,Rest Africa
Potato-Corn Latkes,http://www.geniuskitchen.com/recipe/potato-corn-latkes-45444,88.9549,714.3985,38.3969,23.0019,0,0,0,1,Eastern European
Roast Beef,http://www.geniuskitchen.com/recipe/roast-beef-369372,13.8121,646.7643,106.637,19.7683,0,0,0,1,Chinese and Mongolian
Tart and Tangy Potato Salad,http://www.geniuskitchen.com/recipe/tart-and-tangy-potato-salad-347860,11.4723,696.6417,5.7092,71.5315,0,0,0,1,Australian
Shrimp Veracruz-Style (Camarones a La Veracruzana),http://www.geniuskitchen.com/recipe/shrimp-veracruz-style-camarones-a-la-veracruzana-171157,32.6692,647.3602,97.6546,17.0029,0,0,0,1,Mexican
Fish soup a la Kainuu,http://www.geniuskitchen.com/recipe/fish-soup-a-la-kainuu-14038,0,709.5953,99.1435,31.6819,0,0,0,1,Scandinavian
Suomalaisruisleipä (Finnish Rye Bread),http://www.geniuskitchen.com/recipe/suomalaisruisleip-finnish-rye-bread-137205,118.6361,671.432,25.4668,17.152,0,0,1,0,Scandinavian
Kedgeree,http://allrecipes.com/recipe/52972/kedgeree/,44.6765,648.4742,50.6697,30.94,0,0,0,1,UK
Pasta Carbonara With Spring Peas,http://www.geniuskitchen.com/recipe/pasta-carbonara-with-spring-peas-520848,24.0152,623.1225,24.8215,48.2252,0,0,0,1,Italian
Green Beans With Walnuts,http://allrecipes.com/recipe/13528/green-beans-with-walnuts/,71.569,695.4116,22.1702,43.6558,0,0,1,0,Australian
Portuguese Mushroom Risotto,http://www.geniuskitchen.com/recipe/portuguese-mushroom-risotto-351850,42.2494,799.8071,67.4764,43.0159,0,0,1,0,Spanish and Portuguese
Tex-Mex Tostadas (Lower Fat),http://www.geniuskitchen.com/recipe/tex-mex-tostadas-lower-fat-202869,25.4458,721.2189,80.9942,33.621,0,0,0,1,Mexican
Mom's Hot German Potato Salad,http://www.geniuskitchen.com/recipe/moms-hot-german-potato-salad-226111,31.3144,845.7495,24.1098,67.3998,0,0,0,1,Deutschland
Shuk Shuka,http://allrecipes.com/recipe/69751/shuk-shuka/,40.3691,724.805,46.2286,43.8925,0,0,0,1,Middle Eastern
Angel Hair Pasta with Chicken and Veggies,http://www.geniuskitchen.com/recipe/angel-hair-pasta-with-chicken-and-veggies-22030,22.8867,731.8224,85.7461,31.9931,0,0,0,1,Italian
Phat Si-Io,http://www.geniuskitchen.com/recipe/phat-si-io-522125,67.4658,722.0869,56.2757,30.1871,0,0,0,1,Chinese and Mongolian
Indian Relish,http://www.geniuskitchen.com/recipe/indian-relish-422123,214.904,838,1.76,0.16,1,1,0,0,Indian Subcontinent
Singhare Ke Atte Ki Barfi ( Singhara Flour Barfi),http://www.geniuskitchen.com/recipe/singhare-ke-atte-ki-barfi-singhara-flour-barfi-12694,201.596,805.98,0,0,0,0,0,1,Indian Subcontinent
Stove Top Rice Oriental Ground Beef,http://www.geniuskitchen.com/recipe/stove-top-rice-oriental-ground-beef-110733,152.9141,739.91,17.7638,6.2124,0,0,0,1,South American
Mixed Veggies in White Sauce,http://www.geniuskitchen.com/recipe/mixed-veggies-in-white-sauce-61320,93.5452,743.665,31.8239,31.0424,0,0,1,0,Indian Subcontinent
Roasted Duck,http://www.geniuskitchen.com/recipe/roasted-duck-509392,35.3823,702.745,22.2614,58.2679,0,0,0,1,Australian
Easy Homemade Ravioli,http://www.geniuskitchen.com/recipe/easy-homemade-ravioli-117493,29.9995,667.26,49.921,39.1522,0,0,0,1,Italian
Spinach & Feta Baked 'Omelette',http://www.geniuskitchen.com/recipe/spinach-feta-baked-omelette-12852,34.9728,864.8427,62.9105,53.6506,0,0,0,1,Greek
Irish Mist Salad Dressing,http://www.geniuskitchen.com/recipe/irish-mist-salad-dressing-371822,0.0405,706.242,0.006,81.6,1,1,0,0,Irish
Italian Fish Soup,http://www.geniuskitchen.com/recipe/italian-fish-soup-77078,106.2758,672.9275,53.0959,6.3689,0,0,0,1,Italian
Aquavit's Quick Pickled Cucumbers,http://www.geniuskitchen.com/recipe/aquavits-quick-pickled-cucumbers-118358,201.596,805.98,0,0,0,0,0,1,Scandinavian
Potato Leek Soup,http://www.geniuskitchen.com/recipe/potato-leek-soup-216130,116.6363,798.717,17.4514,31.6058,0,0,0,1,Irish
Limoncello Zabaglione & Fresh Raspberries,http://www.geniuskitchen.com/recipe/limoncello-zabaglione-fresh-raspberries-456035,105.0975,835.79,20.412,36.587,0,0,0,1,Italian
Easy Herbed French Bread,http://www.geniuskitchen.com/recipe/easy-herbed-french-bread-89506,22.9668,642.45,17.073,56.6088,0,0,0,1,French
Vegetable Ragout,http://www.geniuskitchen.com/recipe/vegetable-ragout-135346,113.9566,758.9803,24.3748,30.844,1,1,0,0,French
Rellenos Jaibas,http://www.geniuskitchen.com/recipe/rellenos-jaibas-64339,43.0256,894.699,46.2972,59.632,0,0,0,1,Mexican
Garbanzo Rice,http://www.geniuskitchen.com/recipe/garbanzo-rice-113644,146.8602,776.455,28.9207,9.5874,0,0,0,1,Middle Eastern
Scandinavian Rye Bread,http://www.geniuskitchen.com/recipe/scandinavian-rye-bread-74654,128.92,884.5125,17.5825,40.5648,0,0,0,1,Scandinavian
French Peas,http://www.geniuskitchen.com/recipe/french-peas-171249,90.1762,786.972,37.0927,34.4709,0,0,1,0,French
Bacon Clapshot,http://allrecipes.com/recipe/106456/bacon-clapshot/,139.991,844.7913,25.0638,24.4913,0,0,0,1,UK
Springerle VII,http://allrecipes.com/recipe/26234/springerle-vii/,2.7142,691.9056,114.8802,21.2867,0,0,0,1,Deutschland
Greek Pesto Ricotta Pizza,http://www.geniuskitchen.com/recipe/greek-pesto-ricotta-pizza-280890,13.6544,879.42,28.9436,79.6428,0,0,0,1,Greek
Tirofkateri (Spicy Greek Cheese Dip),http://www.geniuskitchen.com/recipe/tirofkateri-spicy-greek-cheese-dip-454014,11.514,701.7342,56.8054,47.3002,0,0,1,0,Greek
Jager-Eintopf (Hunter's Beef Stew),http://www.geniuskitchen.com/recipe/jager-eintopf-hunters-beef-stew-6943,36.3043,751.8605,26.07,59.1155,0,0,0,1,Deutschland
Italian Cheese Pie,http://www.geniuskitchen.com/recipe/italian-cheese-pie-350848,1.3796,642.3369,64.6269,39.9571,0,0,0,1,Italian
Hearty Man's Gluten-Free Beef Casserole,http://www.geniuskitchen.com/recipe/hearty-mans-gluten-free-beef-casserole-400447,120.4404,851.687,17.5979,35.6706,0,0,0,1,South American
The Ultimate Chicken Cozumel,http://www.geniuskitchen.com/recipe/the-ultimate-chicken-cozumel-153632,34.1068,753.145,7.2664,69.2905,0,0,0,1,Mexican
Orzo & Artichoke Salad With Prosciutto,http://www.geniuskitchen.com/recipe/orzo-artichoke-salad-with-prosciutto-29699,20.9638,635.3417,40.5198,43.9239,0,0,0,1,Greek
Vegetarian Lumpiang Shanghai (Similar to an Egg Roll),http://www.geniuskitchen.com/recipe/vegetarian-lumpiang-shanghai-similar-to-an-egg-roll-306207,81.6798,890.5359,105.201,12.4913,0,0,0,1,Southeast Asian
Ethiopian Spicy Peas Powder Stew (Yeater Shiro Wot),http://www.geniuskitchen.com/recipe/ethiopian-spicy-peas-powder-stew-yeater-shiro-wot-389121,37.7437,893.1315,12.6456,84.0796,0,0,0,1,Rest Africa
"Chicken Shwarma Salad! W-Maple Syrup, Old Cheddar and Blueberrie",http://www.geniuskitchen.com/recipe/chicken-shwarma-salad-w-maple-syrup-old-cheddar-and-blueberrie-310587,156.8082,629.4806,8.2447,1.8741,0,0,0,1,Canadian
Spaghetti With Vegetarian Bolognaise Sauce,http://www.geniuskitchen.com/recipe/spaghetti-with-vegetarian-bolognaise-sauce-284618,23.5891,638.4928,94.7815,17.1987,1,1,0,0,Italian
Green Onion (Scallion) and Ginger Oil Sauce,http://www.geniuskitchen.com/recipe/green-onion-scallion-and-ginger-oil-sauce-330684,0,696.7733,44.88,57.1333,1,1,0,0,Chinese and Mongolian
Spumoni from Tre Scalini in Rome,http://www.geniuskitchen.com/recipe/spumoni-from-tre-scalini-in-rome-437013,45.6141,635.406,10.6446,46.0074,0,0,0,1,Italian
Spinach  Artichoke Hearts in Mini Bread Bowls,http://www.geniuskitchen.com/recipe/spinach-artichoke-hearts-in-mini-bread-bowls-161163,25.5753,612.1952,55.2962,32.4077,0,0,0,1,Italian
Chicken With Apples,http://www.geniuskitchen.com/recipe/chicken-with-apples-137322,34.8161,611.808,12.7595,50.6739,0,0,0,1,Scandinavian
"Nesquik Nibbles (Low Fat, High Protein)",http://www.geniuskitchen.com/recipe/nesquik-nibbles-low-fat-high-protein-179937,92.1065,718.2627,13.448,36.0025,0,0,1,0,Australian
Browned Butter Garlic Noodles,http://www.geniuskitchen.com/recipe/browned-butter-garlic-noodles-530093,29.9262,607.5182,55.6728,31.0633,0,0,0,1,Italian
Delicious Easy Refried Beans,http://www.geniuskitchen.com/recipe/delicious-easy-refried-beans-247069,74.361,637.8575,28.4122,26.5701,0,0,1,0,Mexican
Beef Tips,http://www.geniuskitchen.com/recipe/beef-tips-181440,44.7386,730.9502,98.3708,17.2604,0,0,0,1,South American
Irish Soda Bread II,http://allrecipes.com/recipe/6791/irish-soda-bread-ii/,172.1957,806.337,16.6814,10.867,0,0,0,1,Irish
Salad Sinatra,http://www.geniuskitchen.com/recipe/salad-sinatra-493238,75.5981,742.6767,65.5422,20.7239,0,0,0,1,Canadian
Lime-Cumin Vinaigrette,http://www.geniuskitchen.com/recipe/lime-cumin-vinaigrette-241095,4.2822,654.4407,0.5926,72.4829,1,1,0,0,Northern Africa
Linda'a Guadalajara - Style Burritos,http://www.geniuskitchen.com/recipe/lindaa-guadalajara-style-burritos-396,202.6131,827.7159,19.2621,5.1243,0,0,0,1,Mexican
Golden Tomato Bruschetta W- Gorgonzola & Balsamic Syrup,http://www.geniuskitchen.com/recipe/golden-tomato-bruschetta-w-gorgonzola-balsamic-syrup-250718,116.8746,621.3333,17.0515,6.3533,0,0,0,1,Italian
Lamb Chops With Port Sauce,http://www.geniuskitchen.com/recipe/lamb-chops-with-port-sauce-418569,74.4253,631.854,14.8275,33.4568,0,0,0,1,French
Cheddar Baked Bagels and Eggs,http://www.geniuskitchen.com/recipe/cheddar-baked-bagels-and-eggs-14549,11.4724,745.8865,55.7025,52.4775,0,0,0,1,Canadian
All-Star Breakfast Rice,http://www.geniuskitchen.com/recipe/all-star-breakfast-rice-122299,164.5111,808.6767,18.3253,6.5402,0,0,1,0,Chinese and Mongolian
Okinawa Stir-Fried Somen Noodles With Tuna (Somen Chanpuru),http://www.geniuskitchen.com/recipe/okinawa-stir-fried-somen-noodles-with-tuna-somen-chanpuru-531393,74.4677,743.1912,37.6407,31.7087,0,0,0,1,Japanese
Uncle Bill's Creamed Young Beets and Tops,http://www.geniuskitchen.com/recipe/uncle-bills-creamed-young-beets-and-tops-182999,44.2286,637.0465,16.4867,47.8459,0,0,1,0,Eastern European
Crispy Oven Beef-and-Bean Tostadas,http://allrecipes.com/recipe/241674/crispy-oven-beef-and-bean-tostadas/,37.2169,892.3241,64.1438,58.8373,0,0,0,1,Mexican
Nigella's Blackberry Trifle With Creamy Limoncello Mascarpone,http://www.geniuskitchen.com/recipe/nigellas-blackberry-trifle-with-creamy-limoncello-mascarpone-412373,48.846,876.2975,46.3242,57.9745,0,0,0,1,UK
Very Easy Creme Fraiche,http://www.geniuskitchen.com/recipe/very-easy-creme-fraiche-22237,30.0812,699,6.9356,63.051,0,0,1,0,French
Rio Grande Beef Burritos,http://www.geniuskitchen.com/recipe/rio-grande-beef-burritos-194238,18.2732,744.249,48.0658,53.7335,0,0,0,1,Mexican
Roasted Garlic Bread,http://www.geniuskitchen.com/recipe/roasted-garlic-bread-278189,32.4432,688.6732,21.5906,57.6207,0,0,0,1,Italian
Lemon-Garlic Sorbet,http://www.geniuskitchen.com/recipe/lemon-garlic-sorbet-173331,212.82,841.7667,0.5693,0.3904,0,0,0,1,Italian
DONA MARIA® Fish Tacos,http://allrecipes.com/recipe/217856/dona-maria-fish-tacos/,11.4566,742.8994,96.713,33.5149,0,0,0,1,US
Vegetable Puda (Indian Vegetable Pancake),http://www.geniuskitchen.com/recipe/vegetable-puda-indian-vegetable-pancake-391603,151.1284,732.185,23.8685,2.2779,0,0,0,1,Indian Subcontinent
Addictive Pierogi Casserole,http://www.geniuskitchen.com/recipe/addictive-pierogi-casserole-380747,69.3351,881.3238,84.3952,31.2158,0,0,0,1,Eastern European
Oven-Baked Supreme Pizza Tacos,http://allrecipes.com/recipe/257760/oven-baked-supreme-pizza-tacos/,27.9072,769.065,64.0677,43.045,0,0,0,1,Mexican
Quick Beef Skillet,http://www.geniuskitchen.com/recipe/quick-beef-skillet-27706,51.6605,711.8799,57.8995,30.1191,0,0,0,1,South American
Braised Pheasant,http://allrecipes.com/recipe/31808/braised-pheasant/,39.0124,678.69,5.5065,57.4748,0,0,0,1,US
